clip_id,has_audio
1273,False
1275,False
1277,False
1280,False
1282,False
1283,False
1287,False
1288,False
1289,False
1290,False
1292,False
1345,False
1349,False
1350,False
1351,False
1352,False
1354,False
1355,False
1357,False
1380,False
1381,False
1382,False
1385,False
1389,False
1390,False
1391,False
1401,False
1403,False
1405,False
1408,False
1409,False
1410,False
1412,False
1413,False
1415,False
1416,False
1419,False
1421,False
1423,False
1426,False
1431,False
1432,False
1433,False
1436,False
1439,False
1442,False
1443,False
1445,False
1448,False
1450,False
1451,False
1452,False
1455,False
1456,False
1457,False
1458,False
1462,False
1463,False
1464,False
1468,False
1469,False
1470,False
1473,False
1475,False
1478,False
1479,False
1480,False
1482,False
1483,False
1484,False
1485,False
1488,False
1490,False
1491,False
1492,False
1498,False
1502,False
1507,False
1509,False
1511,False
1513,False
1515,False
1519,False
1520,False
1522,False
1523,False
1526,False
1528,False
1530,False
1531,False
1532,False
1534,False
1538,False
1541,False
1542,False
1543,False
1544,False
1545,False
1547,False
1548,False
1549,False
1553,False
1557,False
1558,False
1564,False
1594,False
1600,False
1602,False
1606,False
1607,False
1610,False
1612,False
1613,False
1615,False
1620,False
1621,False
1622,False
1623,False
1627,False
1631,False
1642,False
1643,False
1644,False
1646,False
1648,False
1650,False
1651,False
1655,False
1656,False
1657,False
1662,False
1665,False
1667,False
1670,False
1671,False
1673,False
1676,False
1677,False
1679,False
1680,False
1681,False
1684,False
1685,False
1686,False
1689,False
1692,False
1699,False
1700,False
1702,False
1703,False
1706,False
1708,False
1710,False
1713,False
1714,False
1716,False
1718,False
1719,False
1720,False
1726,False
1727,False
1729,False
1731,False
1736,False
1738,False
1739,False
1740,False
1743,False
1744,False
1745,False
1748,False
1749,False
1753,False
1757,False
1760,False
1762,False
1763,False
1764,False
1765,False
1766,False
1767,False
1769,False
1770,False
1771,False
1772,False
1776,False
1781,False
1782,False
1783,False
1789,False
1794,False
1796,False
1799,False
1802,False
1805,False
1806,False
1812,False
1819,False
1824,False
1853,False
1854,False
1856,False
1857,False
1858,False
1861,False
1862,False
1865,False
1867,False
1868,False
1870,False
1872,False
1873,False
1874,False
1876,False
1878,False
1879,False
1881,False
1884,False
1885,False
1894,False
1895,False
1897,False
1898,False
1900,False
1904,False
1907,False
1908,False
1909,False
1910,False
1915,False
1918,False
1921,False
1925,False
1928,False
1932,False
1934,False
1935,False
1936,False
1938,False
1940,False
1943,False
1946,False
1947,False
1948,False
1950,False
1951,False
1952,False
1954,False
1955,False
1960,False
1963,False
1964,False
1965,False
1968,False
1972,False
1975,False
1988,False
1991,False
1992,False
1993,False
1995,False
1996,False
1997,False
2001,False
2002,False
2003,False
2004,False
2006,False
2010,False
2011,False
2013,False
2019,False
2020,False
2022,False
2025,False
2027,False
2028,False
2036,False
2037,False
2039,False
2041,False
2044,False
2050,False
2052,False
2055,False
2060,False
2062,False
2063,False
2067,False
2069,False
2072,False
2073,False
2074,False
2076,False
2077,False
2082,False
2083,False
2084,False
2085,False
2086,False
2087,False
2095,False
2099,False
2100,False
2106,False
2107,False
2109,False
2111,False
2115,False
2117,False
2119,False
2120,False
2121,False
2122,False
2124,False
2125,False
2126,False
2127,False
2132,False
2133,False
2135,False
2137,False
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2147,False
2148,False
2154,False
2156,False
2157,False
2158,False
2159,False
2175,False
2177,False
2179,False
2182,False
2184,False
2185,False
2188,False
2189,False
2190,False
2192,False
2194,False
2196,False
2197,False
2199,False
2200,False
2203,False
2204,False
2205,False
2206,False
2208,False
2209,False
2210,False
2213,False
2221,False
2222,False
2229,False
2230,False
2233,False
2234,False
2241,False
2242,False
2243,False
2246,False
2248,False
2249,False
2250,False
2252,False
2255,False
2257,False
2259,False
2262,False
2263,False
2264,False
2286,False
2287,False
2292,False
2295,False
2296,False
2298,False
2300,False
2304,False
2305,False
2306,False
2308,False
2310,False
2311,False
2314,False
2318,False
2319,False
2320,False
2323,False
2324,False
2328,False
2329,False
2330,False
2331,False
2335,False
2336,False
2339,False
2340,False
2341,False
2342,False
2344,False
2345,False
2346,False
2347,False
2348,False
2351,False
2355,False
2357,False
2358,False
2362,False
2367,False
2370,False
2373,False
2374,False
2377,False
2380,False
2382,False
2403,False
2404,False
2405,False
2408,False
2411,False
2413,False
2414,False
2416,False
2417,False
2419,False
2422,False
2423,False
2425,False
2427,False
2431,False
2434,False
2443,False
2445,False
2446,False
2449,False
2450,False
2451,False
2455,False
2460,False
2462,False
2463,False
2466,False
2470,False
2471,False
2474,False
2475,False
2481,False
2482,False
2483,False
2485,False
2486,False
2487,False
2493,False
2496,False
2499,False
2500,False
2503,False
2504,False
2508,False
2509,False
2511,False
2512,False
2513,False
2515,False
2519,False
2521,False
2524,False
2525,False
2529,False
2531,False
2532,False
2536,False
2538,False
2539,False
2540,False
2541,False
2545,False
2557,False
2559,False
2560,False
2562,False
2563,False
2565,False
2566,False
2569,False
2570,False
2571,False
2574,False
2579,False
2582,False
2585,False
2589,False
2590,False
2591,False
2593,False
2596,False
2598,False
2599,False
2600,False
2601,False
2602,False
2603,False
2604,False
2605,False
2606,False
2608,False
2610,False
2611,False
2615,False
2616,False
2617,False
2619,False
2620,False
2621,False
2623,False
2624,False
2625,False
2628,False
2633,False
2634,False
2635,False
2636,False
2638,False
2646,False
2647,False
2648,False
2650,False
2653,False
2654,False
2658,False
2660,False
2661,False
2664,False
2665,False
2666,False
2667,False
2668,False
2669,False
2670,False
2673,False
2674,False
2683,False
2684,False
2685,False
2686,False
2687,False
2688,False
2689,False
2690,False
2699,False
2702,False
2703,False
2704,False
2705,False
2706,False
2707,False
2712,False
2713,False
2716,False
2720,False
2722,False
2723,False
2725,False
2726,False
2729,False
2730,False
2731,False
2733,False
2735,False
2736,False
2740,False
2741,False
2744,False
2746,False
2748,False
2753,False
2754,False
2756,False
2757,False
2758,False
2759,False
2760,False
2763,False
2764,False
2765,False
2769,False
2770,False
2775,False
2776,False
2779,False
2782,False
2784,False
2788,False
2789,False
2793,False
2795,False
2796,False
2797,False
2799,False
2800,False
2801,False
2808,False
2815,False
2816,False
2819,False
2821,False
2823,False
2826,False
2828,False
2833,False
2834,False
2836,False
2837,False
2838,False
2839,False
2844,False
2845,False
2847,False
2848,False
2853,False
2855,False
2856,False
2859,False
2863,False
2868,False
2870,False
2871,False
2875,False
2878,False
2879,False
2880,False
2885,False
2886,False
2887,False
2888,False
2889,False
2891,False
2892,False
2897,False
2898,False
2899,False
2903,False
2906,False
2907,False
2909,False
2911,False
2914,False
2915,False
2918,False
2920,False
2921,False
2923,False
2927,False
2928,False
2929,False
2930,False
2933,False
2934,False
2935,False
2951,False
2954,False
2960,False
2968,False
2969,False
2970,False
2971,False
2972,False
2973,False
2976,False
2977,False
2978,False
2979,False
2982,False
2983,False
2985,False
2986,False
2987,False
2990,False
2991,False
2999,False
3002,False
3003,False
3005,False
3007,False
3012,False
3016,False
3017,False
3018,False
3019,False
3023,False
3025,False
3026,False
3028,False
3029,False
3033,False
3034,False
3037,False
3039,False
3043,False
3046,False
3047,False
3050,False
3055,False
3057,False
3062,False
3063,False
3064,False
3068,False
3070,False
3071,False
3072,False
3075,False
3079,False
3081,False
3082,False
3083,False
3109,False
3111,False
3113,False
3116,False
3117,False
3119,False
3120,False
3123,False
3124,False
3126,False
3127,False
3129,False
3130,False
3137,False
3139,False
3140,False
3141,False
3142,False
3143,False
3144,False
3147,False
3148,False
3150,False
3151,False
3154,False
3155,False
3156,False
3157,False
3158,False
3159,False
3161,False
3163,False
3164,False
3168,False
3169,False
3170,False
3171,False
3172,False
3173,False
3181,False
3182,False
3185,False
3219,False
3222,False
3224,False
3225,False
3231,False
3232,False
3233,False
3238,False
3240,False
3241,False
3244,False
3246,False
3247,False
3248,False
3252,False
3254,False
3258,False
3260,False
3261,False
3262,False
3263,False
3331,False
3335,False
3336,False
3341,False
3343,False
3344,False
3345,False
3348,False
3349,False
3350,False
3353,False
3363,False
3366,False
3368,False
3369,False
3372,False
3373,False
3375,False
3379,False
3381,False
3382,False
3386,False
3388,False
3389,False
3394,False
3395,False
3397,False
3401,False
3402,False
3404,False
3405,False
3411,False
3412,False
3413,False
3415,False
3426,False
3429,False
3430,False
3432,False
3433,False
3434,False
3435,False
3438,False
3439,False
3440,False
3444,False
3445,False
3450,False
3451,False
3453,False
3454,False
3458,False
3461,False
3462,False
3465,False
3467,False
3468,False
3471,False
3475,False
3476,False
3478,False
3482,False
3484,False
3485,False
3486,False
3490,False
3491,False
3492,False
3495,False
3496,False
3497,False
3516,False
3518,False
3519,False
3521,False
3523,False
3524,False
3525,False
3529,False
3530,False
3532,False
3533,False
3534,False
3536,False
3538,False
3539,False
3544,False
3545,False
3547,False
3550,False
3552,False
3569,False
3573,False
3575,False
3577,False
3581,False
3585,False
3587,False
3592,False
3593,False
3595,False
3602,False
3603,False
3605,False
3606,False
3608,False
3609,False
3610,False
3611,False
3612,False
3617,False
3618,False
3621,False
3622,False
3623,False
3626,False
3627,False
3628,False
3632,False
3635,False
3642,False
3644,False
3645,False
3647,False
3648,False
3650,False
3653,False
3660,False
3662,False
3666,False
3667,False
3670,False
3672,False
3676,False
3677,False
3679,False
3680,False
3681,False
3682,False
3683,False
3685,False
3687,False
3693,False
3694,False
3695,False
3698,False
3700,False
3701,False
3704,False
3707,False
3708,False
3709,False
3714,False
3716,False
3718,False
3719,False
3720,False
3721,False
3724,False
3725,False
3727,False
3728,False
3733,False
3735,False
3739,False
3745,False
3748,False
3751,False
3756,False
3757,False
3758,False
3759,False
3760,False
3770,False
3773,False
3780,False
3781,False
3786,False
3790,False
3794,False
3796,False
3800,False
3801,False
3802,False
3805,False
3807,False
3810,False
3813,False
3819,False
3820,False
3827,False
3831,False
3836,False
3838,False
3843,False
3844,False
3845,False
3847,False
3852,False
3853,False
3855,False
3858,False
3859,False
3863,False
3865,False
3868,False
3870,False
3871,False
3872,False
3875,False
3876,False
3878,False
3879,False
3880,False
3881,False
3886,False
3888,False
3891,False
3892,False
3894,False
3897,False
3898,False
3903,False
3904,False
3905,False
3908,False
3909,False
3912,False
3918,False
3919,False
3920,False
3923,False
3924,False
3927,False
3930,False
3935,False
3936,False
3944,False
3946,False
3947,False
3949,False
3950,False
3955,False
3957,False
3960,False
3962,False
3963,False
3967,False
3968,False
3969,False
3971,False
3973,False
3975,False
3976,False
3977,False
3979,False
3981,False
3982,False
3984,False
3985,False
3986,False
3989,False
3991,False
3993,False
3998,False
4008,False
4013,False
4015,False
4016,False
4018,False
4019,False
4021,False
4022,False
4024,False
4025,False
4028,False
4029,False
4031,False
4032,False
4034,False
4039,False
4041,False
4045,False
4047,False
4054,False
4055,False
4057,False
4058,False
4059,False
4060,False
4061,False
4065,False
4066,False
4067,False
4071,False
4076,False
4079,False
4080,False
4082,False
4083,False
4089,False
4092,False
4094,False
4095,False
4099,False
4100,False
4105,False
4107,False
4111,False
4114,False
4123,False
4124,False
4129,False
4130,False
4134,False
4136,False
4139,False
4140,False
4142,False
4143,False
4144,False
4145,False
4154,False
4159,False
4162,False
4164,False
4166,False
4167,False
4171,False
4174,False
4175,False
4176,False
4177,False
4181,False
4185,False
4197,False
4198,False
4201,False
4202,False
4203,False
4206,False
4217,False
4219,False
4224,False
4225,False
4226,False
4231,False
4232,False
4234,False
4235,False
4236,False
4241,False
4242,False
4245,False
4248,False
4251,False
4264,False
4268,False
4269,False
4272,False
4273,False
4275,False
4276,False
4279,False
4283,False
4288,False
4294,False
4295,False
4299,False
4301,False
4304,False
4306,False
4308,False
4309,False
4311,False
4313,False
4314,False
4316,False
4318,False
4322,False
4323,False
4325,False
4333,False
4334,False
4336,False
4337,False
4341,False
4342,False
4344,False
4345,False
4347,False
4351,False
4354,False
4355,False
4356,False
4360,False
4364,False
4365,False
4366,False
4372,False
4373,False
4375,False
4390,False
4391,False
4392,False
4393,False
4395,False
4397,False
4413,False
4415,False
4440,False
4489,False
4497,False
4500,False
4502,False
4505,False
4507,False
4508,False
4510,False
4512,False
4516,False
4517,False
4518,False
4521,False
4522,False
4528,False
4530,False
4531,False
4532,False
4533,False
4537,False
4546,False
4549,False
4550,False
4553,False
4554,False
4556,False
4557,False
4579,False
4581,False
4584,False
4586,False
4598,False
4599,False
4602,False
4603,False
4605,False
4607,False
4609,False
4615,False
4616,False
4622,False
4623,False
4625,False
4639,False
4648,False
4650,False
4652,False
4656,False
4659,False
4660,False
4667,False
4668,False
4686,False
4688,False
4689,False
4692,False
4694,False
4695,False
4696,False
4700,False
4703,False
4705,False
4706,False
4707,False
4708,False
4709,False
4711,False
4713,False
4715,False
4716,False
4718,False
4720,False
4721,False
4722,False
4724,False
4727,False
4728,False
4729,False
4731,False
4732,False
4735,False
4737,False
4739,False
4740,False
4741,False
4743,False
4746,False
4750,False
4752,False
4754,False
4755,False
4756,False
4757,False
4758,False
4759,False
4760,False
4768,False
4769,False
4771,False
4772,False
4773,False
4776,False
4779,False
4781,False
4784,False
4785,False
4786,False
4788,False
4789,False
4793,False
4794,False
4797,False
4799,False
4801,False
4813,False
4814,False
4822,False
4825,False
4829,False
4830,False
4831,False
4834,False
4836,False
4837,False
4838,False
4842,False
4845,False
4846,False
4847,False
4848,False
4849,False
4850,False
4856,False
4858,False
4861,False
4862,False
4864,False
4865,False
4867,False
4869,False
4870,False
4871,False
4872,False
4875,False
4878,False
4879,False
4882,False
4883,False
4884,False
4887,False
4902,False
4905,False
4907,False
4909,False
4915,False
4916,False
4920,False
4921,False
4922,False
4924,False
4925,False
4941,False
4943,False
4944,False
4945,False
4946,False
4947,False
4951,False
4954,False
4955,False
4958,False
4959,False
4961,False
4967,False
4970,False
4972,False
4973,False
4975,False
4976,False
4977,False
4978,False
4981,False
4985,False
4988,False
4989,False
4990,False
4993,False
4994,False
4995,False
5001,False
5002,False
5006,False
5007,False
5008,False
5016,False
5019,False
5025,False
5035,False
5036,False
5038,False
5041,False
5042,False
5045,False
5051,False
5054,False
5056,False
5057,False
5059,False
5061,False
5064,False
5067,False
5068,False
5069,False
5071,False
5073,False
5074,False
5075,False
5080,False
5081,False
5083,False
5084,False
5088,False
5089,False
5091,False
5092,False
5094,False
5095,False
5097,False
5099,False
5105,False
5106,False
5108,False
5110,False
5113,False
5116,False
5117,False
5118,False
5119,False
5121,False
5122,False
5125,False
5126,False
5128,False
5130,False
5131,False
5132,False
5150,False
5151,False
5156,False
5157,False
5159,False
5160,False
5161,False
5163,False
5165,False
5166,False
5170,False
5171,False
5174,False
5179,False
5183,False
5185,False
5187,False
5190,False
5192,False
5193,False
5198,False
5200,False
5202,False
5207,False
5208,False
5211,False
5218,False
5220,False
5221,False
5223,False
5228,False
5229,False
5233,False
5235,False
5238,False
5239,False
5242,False
5247,False
5248,False
5249,False
5251,False
5252,False
5254,False
5258,False
5259,False
5262,False
5263,False
5268,False
5270,False
5271,False
5275,False
5277,False
5278,False
5281,False
5284,False
5286,False
5287,False
5289,False
5290,False
5292,False
5294,False
5296,False
5301,False
5306,False
5308,False
5311,False
5312,False
5313,False
5315,False
5316,False
5320,False
5321,False
5325,False
5326,False
5328,False
5329,False
5330,False
5333,False
5334,False
5336,False
5339,False
5343,False
5344,False
5346,False
5349,False
5350,False
5352,False
5358,False
5359,False
5361,False
5363,False
5364,False
5366,False
5373,False
5374,False
5377,False
5379,False
5381,False
5384,False
5386,False
5389,False
5390,False
5396,False
5399,False
5401,False
5402,False
5403,False
5405,False
5410,False
5412,False
5414,False
5415,False
5416,False
5417,False
5418,False
5419,False
5421,False
5424,False
5426,False
5432,False
5435,False
5436,False
5438,False
5440,False
5443,False
5446,False
5450,False
5451,False
5452,False
5453,False
5457,False
5458,False
5461,False
5462,False
5465,False
5467,False
5468,False
5470,False
5471,False
5472,False
5473,False
5475,False
5478,False
5480,False
5481,False
5482,False
5485,False
5488,False
5489,False
5495,False
5496,False
5498,False
5500,False
5502,False
5505,False
5506,False
5507,False
5511,False
5512,False
5515,False
5519,False
5521,False
5522,False
5525,False
5528,False
5529,False
5530,False
5531,False
5532,False
5535,False
5603,False
5604,False
5606,False
5610,False
5611,False
5612,False
5615,False
5631,False
5632,False
5635,False
5636,False
5638,False
5644,False
5645,False
5652,False
5655,False
5656,False
5659,False
5660,False
5663,False
5671,False
5672,False
5676,False
5677,False
5678,False
5679,False
5680,False
5683,False
5692,False
5693,False
5698,False
5699,False
5706,False
5707,False
5710,False
5712,False
5713,False
5717,False
5719,False
5720,False
5721,False
5723,False
5724,False
5726,False
5727,False
5731,False
5732,False
5733,False
5736,False
5737,False
5740,False
5741,False
5754,False
5756,False
5759,False
5760,False
5762,False
5763,False
5764,False
5765,False
5766,False
5768,False
5769,False
5771,False
5774,False
5778,False
5779,False
5782,False
5783,False
5784,False
5785,False
5786,False
5789,False
5790,False
5791,False
5792,False
5793,False
5794,False
5795,False
5801,False
5802,False
5803,False
5805,False
5807,False
5814,False
5815,False
5819,False
5822,False
5823,False
5826,False
5829,False
5830,False
5831,False
5833,False
5836,False
5837,False
5838,False
5839,False
5841,False
5842,False
5843,False
5845,False
5847,False
5850,False
5852,False
5853,False
5857,False
5862,False
5864,False
5867,False
5871,False
5872,False
5873,False
5875,False
5876,False
5877,False
5879,False
5882,False
5883,False
5889,False
5890,False
5893,False
5894,False
5895,False
5903,False
5917,False
5922,False
5925,False
5926,False
5927,False
5928,False
5929,False
5930,False
5932,False
5933,False
5934,False
5935,False
5937,False
5938,False
5941,False
5942,False
5946,False
5947,False
5948,False
5952,False
5953,False
5955,False
5959,False
5965,False
5968,False
5969,False
5978,False
5979,False
5981,False
5982,False
5983,False
5987,False
5989,False
5990,False
5992,False
5996,False
5998,False
6002,False
6006,False
6008,False
6009,False
6010,False
6013,False
6016,False
6019,False
6020,False
6024,False
6027,False
6029,False
6032,False
6033,False
6034,False
6036,False
6051,False
6056,False
6058,False
6059,False
6060,False
6064,False
6066,False
6067,False
6068,False
6071,False
6091,False
6093,False
6094,False
6097,False
6098,False
6101,False
6102,False
6103,False
6105,False
6106,False
6108,False
6109,False
6113,False
6115,False
6116,False
6120,False
6121,False
6126,False
6129,False
6130,False
6134,False
6135,False
6137,False
6138,False
6139,False
6140,False
6143,False
6150,False
6151,False
6154,False
6157,False
6158,False
6160,False
6161,False
6162,False
6164,False
6165,False
6166,False
6170,False
6173,False
6177,False
6178,False
6183,False
6187,False
6192,False
6194,False
6195,False
6210,False
6212,False
6213,False
6214,False
6217,False
6219,False
6221,False
6222,False
6225,False
6228,False
6230,False
6236,False
6237,False
6240,False
6243,False
6244,False
6245,False
6248,False
6252,False
6253,False
6254,False
6256,False
6257,False
6258,False
6259,False
6261,False
6262,False
6265,False
6270,False
6273,False
6274,False
6277,False
6280,False
6281,False
6283,False
6284,False
6285,False
6286,False
6287,False
6288,False
6292,False
6294,False
6295,False
6296,False
6300,False
6301,False
6303,False
6305,False
6307,False
6308,False
6311,False
6312,False
6313,False
6315,False
6317,False
6319,False
6320,False
6322,False
6323,False
6324,False
6349,False
6350,False
6351,False
6352,False
6355,False
6356,False
6359,False
6360,False
6361,False
6365,False
6366,False
6368,False
6369,False
6370,False
6375,False
6377,False
6379,False
6380,False
6382,False
6383,False
6385,False
6386,False
6390,False
6391,False
6393,False
6407,False
6408,False
6412,False
6414,False
6417,False
6420,False
6423,False
6427,False
6429,False
6432,False
6434,False
6435,False
6438,False
6441,False
6443,False
6445,False
6458,False
6460,False
6462,False
6463,False
6464,False
6470,False
6473,False
6475,False
6476,False
6480,False
6481,False
6482,False
6484,False
6496,False
6499,False
6500,False
6501,False
6502,False
6505,False
6506,False
6508,False
6510,False
6515,False
6521,False
6523,False
6527,False
6529,False
6532,False
6535,False
6536,False
6537,False
6539,False
6540,False
6541,False
6544,False
6549,False
6551,False
6552,False
6553,False
6578,False
6579,False
6582,False
6584,False
6585,False
6586,False
6587,False
6590,False
6594,False
6595,False
6596,False
6597,False
6598,False
6631,False
6635,False
6636,False
6637,False
6638,False
6640,False
6675,False
6677,False
6678,False
6701,False
6716,False
6720,False
6723,False
6724,False
6725,False
6727,False
6729,False
6730,False
6733,False
6735,False
6738,False
6739,False
6740,False
6742,False
6745,False
6747,False
6748,False
6752,False
6767,False
6768,False
6769,False
6773,False
6775,False
6776,False
6781,False
6785,False
6786,False
6790,False
6794,False
6796,False
6797,False
6800,False
6801,False
6803,False
6804,False
6805,False
6806,False
6807,False
6808,False
6809,False
6811,False
6812,False
6815,False
6817,False
6819,False
6822,False
6823,False
6825,False
6826,False
6828,False
6830,False
6831,False
6833,False
6835,False
6837,False
6838,False
6842,False
6843,False
6847,False
6848,False
6850,False
6851,False
6853,False
6854,False
6855,False
6856,False
6858,False
6860,False
6861,False
6862,False
6868,False
6876,False
6877,False
6880,False
6887,False
6892,False
6893,False
6902,False
6903,False
6907,False
6912,False
6913,False
6915,False
6917,False
6919,False
6920,False
6922,False
6923,False
6924,False
6925,False
6928,False
6929,False
6930,False
6932,False
6934,False
6938,False
6940,False
6941,False
6942,False
6944,False
6945,False
6947,False
6950,False
6951,False
6954,False
6958,False
6960,False
6961,False
6962,False
6963,False
6964,False
6967,False
6968,False
6992,False
6993,False
6997,False
6998,False
7035,False
7036,False
7037,False
7040,False
7045,False
7046,False
7047,False
7048,False
7049,False
7050,False
7051,False
7057,False
7058,False
7059,False
7061,False
7062,False
7064,False
7066,False
7069,False
7071,False
7073,False
7077,False
7091,False
7092,False
7095,False
7096,False
7100,False
7102,False
7106,False
7112,False
7116,False
7118,False
7119,False
7121,False
7122,False
7123,False
7129,False
7146,False
7151,False
7153,False
7154,False
7155,False
7156,False
7157,False
7158,False
7160,False
7169,False
7170,False
7172,False
7174,False
7179,False
7181,False
7185,False
7189,False
7190,False
7194,False
7197,False
7198,False
7200,False
7202,False
7204,False
7208,False
7209,False
7210,False
7211,False
7212,False
7216,False
7218,False
7221,False
7222,False
7226,False
7227,False
7231,False
7232,False
7234,False
7240,False
7241,False
7242,False
7244,False
7245,False
7246,False
7248,False
7253,False
7261,False
7266,False
7267,False
7268,False
7269,False
7278,False
7310,False
7311,False
7314,False
7317,False
7318,False
7319,False
7320,False
7323,False
7325,False
7327,False
7329,False
7331,False
7332,False
7335,False
7336,False
7362,False
7364,False
7366,False
7367,False
7368,False
7375,False
7377,False
7381,False
7383,False
7385,False
7386,False
7387,False
7388,False
7391,False
7394,False
7395,False
7400,False
7402,False
7406,False
7408,False
7409,False
7412,False
7416,False
7417,False
7418,False
7419,False
7420,False
7424,False
7429,False
7432,False
7436,False
7438,False
7439,False
7441,False
7444,False
7445,False
7447,False
7448,False
7453,False
7454,False
7455,False
7457,False
7464,False
7465,False
7466,False
7467,False
7473,False
7478,False
7480,False
7486,False
7489,False
7491,False
7496,False
7501,False
7507,False
7508,False
7509,False
7514,False
7515,False
7520,False
7521,False
7522,False
7524,False
7525,False
7528,False
7530,False
7531,False
7534,False
7536,False
7537,False
7546,False
7549,False
7550,False
7551,False
7552,False
7564,False
7566,False
7568,False
7574,False
7575,False
7578,False
7579,False
7580,False
7581,False
7582,False
7583,False
7585,False
7587,False
7588,False
7589,False
7598,False
7605,False
7610,False
7613,False
7623,False
7625,False
7628,False
7631,False
7632,False
7634,False
7636,False
7644,False
7645,False
7647,False
7648,False
7651,False
7653,False
7654,False
7655,False
7656,False
7658,False
7659,False
7662,False
7663,False
7666,False
7667,False
7668,False
7672,False
7674,False
7675,False
7679,False
7683,False
7688,False
7689,False
7690,False
7691,False
7692,False
7693,False
7696,False
7698,False
7699,False
7700,False
7701,False
7702,False
7705,False
7706,False
7707,False
7710,False
7712,False
7713,False
7718,False
7720,False
7721,False
7723,False
7724,False
7726,False
7727,False
7729,False
7732,False
7734,False
7735,False
7736,False
7742,False
7743,False
7744,False
7745,False
7749,False
7752,False
7754,False
7756,False
7757,False
7759,False
7760,False
7763,False
7765,False
7766,False
7767,False
7770,False
7773,False
7775,False
7776,False
7779,False
7780,False
7784,False
7787,False
7788,False
7790,False
7791,False
7793,False
7795,False
7796,False
7799,False
7800,False
7804,False
7806,False
7807,False
7809,False
7810,False
7818,False
7821,False
7822,False
7824,False
7836,False
7838,False
7840,False
7845,False
7846,False
7847,False
